,4-hydroxy-proline,(4-oxoproline),ergothioneine,asparagine,serine,pantothenate,"3',5'-cyclic-AMP",(dehydroalanine),urocanate,glutamate,xanthine,(3-methyladenine),aminoadipic acid,aspartate,(glycero-3-phosphoethanolamine),"(2,3-dihydroxy-3-methylbutanoate)",adenosine,fumarate,glutamine,lactate,monosaccharide (glucose),thymine,biotin,xylitol,(queuine),adenine,inosine,hypoxanthine
rplo 288 (Deinococcus-Thermus),-0.017620634,0.010793698,0.016025824,0.014646339,0.009854966,-0.012427536,-0.010801132,0.014244387,-0.017333813,0.01120223,-0.0144068245,-0.012230351,-0.015847689,0.014920589,-0.00066368957,-0.010938372,0.017022014,-0.0112492135,0.010593955,-0.019057851,-0.0047690654,-0.016519051,0.013133112,-0.007908584,0.0024354754,0.00043246007,0.009398856,-0.017126346
rplo 289 (Proteobacteria),-0.001789614,0.0036904642,-0.00666172,-4.6010344e-05,0.0027448386,-0.0025586293,-0.0024583119,0.003037977,-0.0073046773,0.006777144,-0.00249275,0.0026265811,0.0057410104,0.005361611,-0.010288672,-0.0014795519,-0.008173671,0.007906909,-0.0020594301,0.0020211455,0.009469539,-0.0014932959,-0.0011763938,0.0014829678,-0.014099795,-0.00527637,0.0100647565,0.003987415
rplo 29 (Gemmatimonadetes),-0.011580957,0.005172037,0.003878025,0.0036005932,0.0010292641,-0.006722627,-0.013921483,0.008872789,-0.011523079,0.0014616955,-0.00680068,-0.010254847,-0.0050824494,0.00915986,-0.017599052,-0.004520602,0.0043019266,-0.0011682048,-0.0028528601,-0.000745451,0.005076468,-0.006183104,0.0018617553,-0.0036410082,-0.00706803,-0.010851316,0.015966414,-0.0040789517
rplo 291 (Nitrospirae),0.019022489,-0.015539305,-0.017579146,-0.013424652,-0.010017902,0.017738989,0.014672589,-0.010651895,0.016648347,-0.024652438,0.016239103,0.0157005,0.0068688225,-0.012734733,0.004953776,0.012914639,-0.011935789,0.008443337,-0.021308726,0.007103863,0.0046422305,0.015797932,-0.008848667,0.012871586,0.0029680843,0.0022589706,-0.013269738,0.007847023
rplo 294 (Verrucomicrobia),-0.0025309986,0.00051306066,0.0047589494,-0.0014824484,-0.0056583066,-0.0060899085,0.0019991389,-0.010826353,-0.004619645,0.00800488,-0.002762222,0.0008577674,0.004542939,-0.008699408,-0.0012184513,-0.00016078545,0.00057131,0.0053149955,0.015846381,-0.0051381346,0.0006215982,-0.0010688314,-0.00556442,0.0033765184,-0.013684876,-0.0071928753,-0.00031311967,-0.0008925172
rplo 295 (Actinobacteria),0.0131086465,-0.010659051,-0.015709559,-0.0115507515,-0.008846056,0.013490652,0.011473062,-0.008494479,0.0132070705,-0.0067267395,0.0131638525,0.0129663395,0.015114321,-0.007973577,0.0026243033,0.009587159,-0.016181316,0.009454851,-0.012101923,0.008576783,0.014350892,0.016224768,-0.008767671,0.009810837,-0.004330773,0.0080140615,-0.008368516,0.018626763
rplo 296 (Gemmatimonadetes),-0.016190816,0.014301082,0.018072594,0.01462264,0.014897896,-0.0147203235,-0.017368123,0.020153712,-0.018288571,0.0122869685,-0.017360456,-0.0213254,-0.015641687,0.021604937,-0.010219747,-0.016970621,0.013175172,-0.019273508,0.00871194,-0.008610168,-0.00825909,-0.015996475,0.014889816,-0.018232394,0.0017867851,-0.0058958954,0.017772065,-0.012102081
rplo 297 (Proteobacteria),-0.009231728,0.010158961,0.011659776,0.009749126,0.004523786,-0.0130679775,-0.012258552,0.007923782,-0.01476345,0.0064841537,-0.01254441,-0.01259926,-0.007949602,0.00873657,-0.0153121,-0.013514493,0.009480328,-0.009830934,0.010762027,-0.0045812954,-0.0075410428,-0.0122655975,0.0041206297,-0.008947009,-0.0055949865,-0.009737758,0.009834468,-0.008871806
rplo 298 (Chloroflexi),0.023590172,-0.015226425,-0.023396157,-0.02261389,-0.015011395,0.015957763,0.012512973,-0.019116161,0.015930787,-0.015602786,0.019425256,0.01868971,0.026242012,-0.019086264,-0.00644399,0.015179182,-0.027964257,0.022373062,-0.01824635,0.018030709,0.020623054,0.023861784,-0.016109375,0.015949873,-0.011809817,-0.0086859,-0.006562934,0.026285319
rplo 3 (Proteobacteria),0.009225993,-0.015673174,-0.010831183,-0.0037632033,-0.008004385,0.020301078,0.018847698,-0.0026888095,0.016966155,-0.019699316,0.015441567,0.011601664,-0.0013464477,-0.0054683923,0.016278673,0.012732204,-0.0014422394,-0.0045063626,-0.02060232,-0.0026285849,0.0056041838,0.009671301,0.0005253215,0.014744171,0.0163796,0.017743202,-0.021261776,0.0035074702
rplo 30 (Proteobacteria),0.015674049,-0.015856335,-0.01710423,-0.010710377,-0.011991275,0.022266096,0.02048019,-0.012637952,0.021366611,-0.018558236,0.020953093,0.022751346,0.013461801,-0.0154406885,0.017292896,0.015755223,-0.009931582,0.018130079,-0.017881626,0.005210966,0.015121167,0.018015277,-0.0071842796,0.024006259,0.013003606,0.01873661,-0.021118537,0.014929545
rplo 300 (Proteobacteria),-0.0023777806,-0.0045581264,-0.0041273953,-0.0027718928,-0.00888884,0.008101419,-0.0020563419,0.0022566454,-0.0008951526,-0.009094676,0.008211115,0.0016302834,0.0074627567,0.0004558876,-0.014603818,0.0045211273,-0.00356712,0.0073341085,-0.017956553,0.0061516524,0.021622729,0.0040227594,0.00017426723,0.013274462,0.0044209417,-0.002923385,0.0009646916,0.011023703
rplo 301 (Chloroflexi),0.0033311676,-0.006150163,-0.0071479934,-0.015750844,-0.011184654,0.0031470016,0.00091235334,-0.010702819,0.0024527612,0.0018245848,0.007727065,0.0023984304,0.014409499,-0.008859777,-0.01425088,0.00971692,-0.012755909,0.0061049433,-0.005343479,0.0164258,0.0121344635,0.009529073,-0.01504967,-0.0002979161,-0.019334061,-0.010673557,0.0024464158,0.013261992
rplo 302 (unknown),-0.01776308,0.016674533,0.02064003,0.016703015,0.014996703,-0.015977927,-0.01946481,0.020214166,-0.012913036,0.012743168,-0.017579162,-0.018159764,-0.019325145,0.019716464,0.0011325148,-0.01716909,0.021857847,-0.017121548,0.0128878495,-0.009672891,-0.018080704,-0.017353592,0.0130792605,-0.021134395,0.014279506,0.007499288,0.010015055,-0.017456641
rplo 303 (Actinobacteria),-0.011506354,0.016237557,0.012662354,0.013719339,0.012105009,-0.01700714,-0.0114992,0.008064949,-0.010729018,0.02160563,-0.01646811,-0.009146479,-0.008040216,0.011099032,0.0022053525,-0.015068401,0.008820657,-0.005525585,0.024132049,-0.0064507057,-0.01659316,-0.01178902,0.0046253707,-0.01566956,-0.0045548263,0.0025464606,0.010580484,-0.008993209
rplo 306 (Thermotogae),-0.01840361,0.014973803,0.021612884,0.016143834,0.013150131,-0.016824484,-0.019099852,0.017519375,-0.021896116,0.01576267,-0.017792828,-0.019573268,-0.014136331,0.016941423,-0.0078037153,-0.0155259,0.017054277,-0.011889052,0.012284212,-0.015006986,-0.0032088414,-0.01984668,0.019822251,-0.0119879935,0.009051816,-0.0058990945,0.015203143,-0.014169128
rplo 308 (unknown),-0.0004241101,0.008041423,0.006815762,0.0077522006,0.018983861,-0.0035054309,0.0002060651,0.013681992,-0.006143836,0.000749781,-0.0057400763,-0.0051612104,-0.0113331005,0.013180478,0.006855913,-0.007576157,0.006969242,-0.013305908,3.717969e-05,-0.0023346506,-0.010094161,-0.009319715,0.010519404,-0.011057932,0.008123341,0.0018160387,0.003856313,-0.011499958
rplo 31 (Firmicutes),0.01220306,-0.0135881575,-0.008866508,-0.008874384,-0.008772961,0.015305146,0.017380243,-0.011548043,0.015876323,-0.015764883,0.01459539,0.012920556,0.0047545303,-0.013343378,0.015067071,0.013893386,-0.0062463456,0.0045549665,-0.013575263,0.0027893959,0.0014610486,0.009648071,-0.0026161731,0.013348636,0.011717908,0.0041422592,-0.019029703,0.0037203012
rplo 310 (Chloroflexi),0.009837077,-0.007266758,-0.010722939,-0.0076860352,-0.005319764,0.008754322,0.0058300598,-0.003690697,0.006996523,-0.0042250487,0.007477801,0.012335927,0.007707745,-0.0035436016,0.0069872206,0.0060753827,-0.009618547,0.008658149,-0.009925158,-0.0050220215,0.010084223,0.0112710055,-0.0021395592,0.0053172177,0.00026303588,0.011022477,-0.006921263,0.0093327565
rplo 312 (Gemmatimonadetes),-0.0094792135,0.012530777,0.0147603955,0.016396185,0.018600972,-0.010163207,-0.0034439904,0.016492512,-0.0072508524,0.009950639,-0.013953212,-0.009351603,-0.018955307,0.0161331,0.01493319,-0.014352087,0.020192051,-0.019282259,0.013350789,-0.0116806105,-0.022345576,-0.018140769,0.013524378,-0.015791273,0.015846416,0.016564747,-0.002474479,-0.020839859
rplo 314 (Acidobacteria),-0.012711239,0.014585511,0.011994795,0.014726298,0.007582628,-0.015777424,-0.017721927,0.009587299,-0.010267989,0.014470888,-0.015629556,-0.010423876,-0.006761691,0.008773893,-0.002056349,-0.015775185,0.013656466,0.0019719794,0.018925074,-0.008606624,-0.0087321745,-0.012841094,0.008740714,-0.007139945,0.008594188,0.0054907924,0.009759391,-0.0077157794
rplo 315 (Proteobacteria),0.010354852,-0.017407807,-0.013028901,-0.012091759,-0.012591795,0.020423295,0.018753344,-0.009106222,0.018925993,-0.022159433,0.018618466,0.010345635,0.0075386614,-0.0104958555,0.007751787,0.01625037,-0.008815205,0.0010406439,-0.023746958,0.010404995,0.009044002,0.012392883,-0.006135161,0.016167002,0.00961019,0.0034252957,-0.018557755,0.009072185
rplo 316 (Bacteroidetes),0.0059422823,-0.009867937,-0.013017272,-0.01415996,-0.013716701,0.010485965,0.011401105,-0.011955496,0.01166156,-0.0062811524,0.011835274,0.013362036,0.017228281,-0.009591527,0.0018389535,0.010458566,-0.012512113,0.014299953,-0.010799303,0.009551028,0.012534361,0.011185336,-0.0128148375,0.012218607,-0.0063155144,0.004165671,-0.011516229,0.012843084
rplo 317 (Gemmatimonadetes),-0.018331695,0.010969844,0.016894955,0.013757263,0.011856424,-0.011949389,-0.011448286,0.014013455,-0.011290814,0.004791311,-0.013433207,-0.018909324,-0.01698547,0.01301695,-0.0024907137,-0.010786089,0.020207308,-0.014020768,0.009709439,-0.0036412976,-0.012273014,-0.018639706,0.010558195,-0.009059366,0.0093319295,-0.0043463022,0.0103902565,-0.018768895
rplo 32 (Firmicutes),0.011001435,-0.013548708,-0.01003192,-0.006770736,-0.0049091903,0.016789772,0.018728567,-0.0062909336,0.015298911,-0.01968233,0.01372869,0.013174235,0.0012583132,-0.008338635,0.018504912,0.0125796255,-0.003493058,0.0031413254,-0.017664317,-0.0017067114,0.0026143908,0.00758263,0.0008200686,0.014789667,0.015151995,0.00860178,-0.018830083,-0.00026082416
rplo 320 (Actinobacteria),-0.010715433,0.0043519046,0.0030116425,0.007706291,-0.0038707992,-0.0060456004,-0.014565863,0.0073261363,-0.008164049,0.0054713567,-0.0066774865,-0.0072866767,-0.0044024517,0.0063902633,-0.012651521,-0.0042904615,0.0044985036,0.00026457952,-0.001560431,-0.0060599768,0.0029086214,-0.0068382937,0.006594968,-0.0005917915,0.0041064317,-0.0029406676,0.0072983867,-0.0018234226
rplo 324 (Proteobacteria),0.018375587,-0.0109959915,-0.017927507,-0.01030939,-0.007372668,0.014579995,0.00867011,-0.007372253,0.015201005,-0.020256946,0.014493882,0.012861176,0.008523229,-0.010502256,-0.0010530237,0.010223814,-0.013485582,0.008994323,-0.020498239,0.013434269,0.0043828855,0.013634843,-0.007242279,0.01020498,0.005952724,-0.00020961012,-0.009336723,0.011313835
rplo 325 (Planctomycetes),0.00025696083,-0.0012476246,-0.0005679315,-0.008020447,0.0039800485,0.00017469641,0.0041430006,-0.0025538548,-0.002657823,-0.0016412004,0.0026398515,-0.004242727,0.003031795,-0.00088381127,-0.008004366,0.0045077563,-0.0047958884,-0.003636086,-0.0006762459,0.012331432,0.0053216387,0.0020475185,-0.008307139,-0.003162147,-0.018531788,-0.01539494,0.009694975,0.0011763572
rplo 326 (Actinobacteria),-0.015683886,0.019597784,0.017543202,0.017897133,0.020779237,-0.020213507,-0.018598223,0.018852897,-0.01714961,0.021955559,-0.02275983,-0.01711936,-0.014038734,0.02094465,0.002720525,-0.020584686,0.013230575,-0.009146125,0.020707635,-0.014491485,-0.014649813,-0.018224563,0.01798685,-0.01949035,0.005417983,0.0016583733,0.018267872,-0.01458426
rplo 327 (Proteobacteria),-0.019688424,0.016930744,0.020015629,0.016926825,0.010642617,-0.020993358,-0.023239085,0.01394121,-0.01691022,0.014609745,-0.020899516,-0.021414364,-0.015637603,0.013785985,-0.008132576,-0.017681252,0.01887917,-0.009278447,0.019700859,-0.009889451,-0.015121948,-0.019231897,0.012160826,-0.015036478,0.0059045996,-0.007235542,0.017041093,-0.016507072
rplo 328 (Chloroflexi),-0.0019776565,-0.000106010644,0.001168317,-0.00078397855,-0.0028015925,-0.0046032853,-0.0017778532,-0.0040352405,0.0007732662,0.009663939,-0.004035665,-0.0032992323,-0.0004403792,-0.0020608238,0.0028401362,0.0016972533,-0.0034279304,-0.0036677048,0.005866489,-0.002238277,-0.009091556,-0.0026916396,0.0019075515,-0.006667995,-0.0018619577,-0.0055915336,-0.0016218823,-0.0022192835
rplo 329 (Bacteroidetes),-0.015490738,0.014882727,0.016908767,0.012783814,0.01273687,-0.014806217,-0.014276951,0.014743405,-0.009103421,0.017044362,-0.016076878,-0.012459888,-0.011734133,0.015720645,0.008003944,-0.015280919,0.017652933,-0.00973772,0.016660513,-0.010112195,-0.014714808,-0.01471127,0.010325597,-0.017431175,0.011753108,0.013485674,0.005256425,-0.013299022
rplo 331 (Bacteroidetes),-0.0026375812,-0.000477358,0.00495482,-0.006722126,-0.0091604255,-0.0060470765,-0.0073151374,-0.006739598,-0.0048983186,0.0048548817,-0.0010552173,-0.0071246237,0.0032271554,-0.005666514,-0.01620171,0.0020673717,-0.0020926846,-0.005099302,0.0037608529,0.0064458996,-0.0010150328,8.291358e-05,-0.0077798786,-0.007842795,-0.012904251,-0.01686527,0.0030676546,0.0020380858
rplo 332 (Cyanobacteria),-0.013474116,0.007153907,0.012950948,0.0048314873,-0.0028024062,-0.012797073,-0.014693805,0.0029675048,-0.014338986,0.014521325,-0.010397009,-0.013459244,-0.005218266,0.0045475457,-0.016268019,-0.005760237,0.00624435,-0.008399741,0.009659276,-0.003216307,-0.0042846743,-0.010305257,0.002991534,-0.011018409,-0.007621135,-0.013268407,0.009342518,-0.005731137
rplo 333 (Firmicutes),0.0012705572,-0.010726154,-0.0051332843,-0.00867912,-0.018930312,0.0061950707,0.007885725,-0.015679808,0.006946451,-0.007237104,0.008667506,0.004429595,0.007812837,-0.013792001,-0.0065446575,0.010005418,-0.0067239427,0.003809936,-0.0017525943,0.004006617,0.0062996615,0.009890234,-0.014347331,0.011161729,-0.0147590125,-0.009277445,-0.0067339945,0.0079275835
rplo 335 (Actinobacteria),-0.0064211236,0.0055954717,0.0027903072,0.00606356,0.0074250824,-0.00747392,-0.0031516878,0.007762222,-0.012483649,0.0069820937,-0.009173105,-0.005284691,-0.008375771,0.011117562,-0.0061006085,-0.0058255233,0.0010230477,-0.009209511,0.0042553847,-0.010311399,-0.0033570675,-0.007442148,0.00344074,-0.007896048,-0.015753737,-0.008027874,0.010888599,-0.009120061
rplo 336 (Proteobacteria),-0.006365615,-0.0031102377,0.0011136392,-0.0035630178,-0.010336692,0.0018242428,0.00056920556,-0.0044394596,-0.0035926437,-0.00062445836,0.00349266,-0.0024588385,0.005137078,-0.0026344054,-0.015476655,0.0038739706,-0.0024678519,0.0005874962,-0.0043632025,0.0076644663,0.0098092,0.00053980463,-0.006493226,0.0061202943,-0.011342209,-0.011156261,0.0019096113,0.004986645
rplo 337 (unknown),0.0064537805,0.0010471797,0.003816511,-0.006361519,-0.00042006516,-0.004782798,-0.00016210432,-0.00947953,-0.0038581544,0.006189267,0.0007204715,-0.00207277,0.006239673,-0.008449027,-0.008511968,0.0011871799,-0.007302423,-0.0014582693,0.009961877,0.0076337694,-0.0006406861,0.004061754,-0.0066617127,-0.006419584,-0.015672063,-0.017336633,0.0049243188,0.005736807
rplo 338 (Actinobacteria),-0.021104082,0.019575205,0.019414585,0.024440728,0.02409882,-0.02063352,-0.018840773,0.024931118,-0.016513305,0.01752588,-0.02547064,-0.02282221,-0.029275613,0.025244638,0.006172174,-0.01899539,0.02301503,-0.02307822,0.01728362,-0.016366642,-0.029050991,-0.026649704,0.021498252,-0.02449467,0.012790457,0.002117212,0.015817333,-0.029223187
rplo 339 (Bacteroidetes),-0.01196898,0.015858458,0.019122029,0.016285433,0.01775376,-0.013427497,-0.011030972,0.018498622,-0.016424881,0.011055792,-0.014820261,-0.01346771,-0.016625201,0.018321391,-0.0014024276,-0.017576734,0.019136047,-0.018355794,0.013189174,-0.009139415,-0.012923472,-0.016914846,0.01158943,-0.016848309,0.006261696,0.0059571024,0.008038703,-0.015838865
rplo 34 (Actinobacteria),0.0055186898,0.0060459776,0.0020973645,0.0043720864,0.006450511,-0.0087484745,-0.00428411,-0.0001107427,-0.0051913406,0.011399601,-0.008229441,0.0019371866,-0.001843405,0.0003946156,0.0058956267,-0.00741158,-0.0011148191,0.00063712895,0.014358778,-0.012776952,-0.008868862,-0.0020303412,0.0050093057,-0.008612465,-0.0025552586,0.0027702411,0.0017089838,-0.002910517
rplo 341 (Actinobacteria),0.00044112615,0.004187376,-0.006630578,0.0043513696,0.0046257637,-0.0026055935,-0.0015799958,0.0016956872,-0.0016377338,0.010635775,-0.0035225002,0.005208973,0.0037998473,0.0022907802,0.003089401,-0.0022656382,-0.0051264716,0.010528853,0.0060626096,-0.0037234805,0.0039930088,-0.00013222304,0.0022704976,0.0023382558,-0.004138163,0.0072198696,0.005573149,0.0039817775
rplo 342 (Chloroflexi),0.01857581,-0.014151746,-0.018474389,-0.015964035,-0.009837901,0.017085891,0.013905316,-0.013681876,0.013035996,-0.019501131,0.018233046,0.018597277,0.015130951,-0.015201029,0.001243934,0.014843761,-0.017270183,0.019462664,-0.018250616,0.008710656,0.018385202,0.019902809,-0.011277292,0.018274613,-0.005666614,-0.0023016725,-0.0059063877,0.015935307
rplo 343 (Acidobacteria),-0.0035612711,0.011581301,0.016732726,0.013050992,0.014628799,-0.00728415,-0.007587978,0.014998965,-0.010658788,0.0033379786,-0.009143665,-0.008839365,-0.010997925,0.01348165,0.0015317947,-0.016389415,0.014520539,-0.012888011,0.0073367828,-0.008205545,-0.007880069,-0.010044077,0.01369725,-0.01027834,0.01550063,0.007901422,0.002566538,-0.008084627
rplo 345 (Actinobacteria),-0.009635543,0.010208921,0.014877537,0.012678227,0.009550762,-0.010056858,-0.011582613,0.011499476,-0.008780552,0.011152381,-0.010346997,-0.011186978,-0.016197424,0.009037604,0.0018514689,-0.008285402,0.01665497,-0.015445261,0.0097823115,-0.0057903845,-0.016375126,-0.0137271965,0.010375923,-0.01541815,0.0134151075,0.0060972376,0.0020217448,-0.014152066
rplo 346 (Chloroflexi),0.00884686,-0.0012276556,-0.0045547946,0.0070017264,0.008075553,0.007484343,0.006190076,0.0073653297,0.00703294,-0.009591269,0.0027917451,0.008017153,-0.009789092,0.004150274,0.016920837,-0.0010520649,0.0040733693,-0.004367655,-0.007312785,-0.008751272,-0.0080082575,0.0019263837,0.007644162,0.0009639508,0.017932557,0.018995538,-0.008966538,-0.004906524
rplo 347 (Firmicutes),-0.017253675,0.013182716,0.01450523,0.017930834,0.0100646615,-0.01457502,-0.012105388,0.012878998,-0.019292988,0.014128333,-0.01624034,-0.013433068,-0.012310133,0.013560079,-0.007657079,-0.01379798,0.013695918,-0.007041338,0.014297512,-0.014054879,-0.003765679,-0.01863079,0.014042538,-0.004025045,0.000106432846,-0.005415472,0.013261366,-0.0135379275
rplo 348 (Cyanobacteria),0.011339813,-0.014049005,-0.011127746,-0.019037679,-0.024646098,0.0075996346,0.006597615,-0.023028422,0.011069916,-0.009033598,0.013090197,0.0073031927,0.016540797,-0.021500722,-0.014733081,0.013973125,-0.016896058,0.0070356447,-0.0068136817,0.016203227,0.005342298,0.015911601,-0.021176541,0.0068692565,-0.018776365,-0.01699873,-0.009097339,0.015751896
rplo 349 (Acidobacteria),0.004267636,-0.0066641266,-0.001858084,0.0016922737,-0.0013769055,0.011679531,0.0128984125,0.0031247733,0.009487001,-0.010623367,0.0069170548,0.007300145,-0.003533704,0.001765208,0.015592085,0.0013248706,0.006031692,-0.0074882116,-0.008899553,-0.0061640036,8.517887e-05,0.003062725,0.0025590563,0.006368714,0.015733326,0.023887858,-0.018119333,-0.00073076924
rplo 35 (Proteobacteria),-0.010032467,0.010408994,0.011279049,0.009154072,0.01432582,-0.01320894,-0.008387769,0.0126289595,-0.013715441,0.004542021,-0.015581952,-0.011935165,-0.013762728,0.014486246,0.00080254866,-0.012614358,0.01141106,-0.010499111,0.0080841705,-0.013276689,-0.01323003,-0.01645697,0.011639752,-0.011987238,0.0008085945,-0.007388502,0.009903321,-0.019989315
rplo 350 (Proteobacteria),0.013597969,-0.017665893,-0.020979177,-0.01837876,-0.018460382,0.019173104,0.017128391,-0.017603813,0.015545491,-0.018942319,0.019816294,0.018649504,0.021877116,-0.016677935,-0.0018772186,0.016568875,-0.020144554,0.022947693,-0.01913768,0.010593002,0.025483182,0.02115958,-0.015390051,0.025749998,-0.010836215,-0.0023479548,-0.008631075,0.021137953
rplo 354 (Cyanobacteria),-0.012158607,0.008507734,0.016756365,0.0047931974,0.0036453179,-0.012122469,-0.011829737,0.004474558,-0.012812488,0.01549725,-0.009172762,-0.01323166,-0.007765988,0.0049944436,-0.0073385127,-0.0051945793,0.010466694,-0.011941862,0.012644873,-0.0021530443,-0.0069213295,-0.010190054,0.003609366,-0.014908303,-0.0030093286,-0.0071655316,0.007460692,-0.008086284
rplo 355 (Verrucomicrobia),-0.0104248235,0.014351718,0.017791294,0.0118541755,0.01479541,-0.013002986,-0.010307933,0.014139949,-0.012017548,0.01603238,-0.013855475,-0.0100098895,-0.00783676,0.014635942,0.006832774,-0.016271375,0.015087571,-0.009170019,0.015722122,-0.011556048,-0.0076058973,-0.0136834085,0.013228796,-0.013903283,0.011892984,0.011956254,0.0035577891,-0.009619882
rplo 359 (Actinobacteria),0.012857262,0.0012950286,-0.007096315,-0.0023801457,0.0042869025,0.0015213426,0.00060657685,-0.0025067795,0.0049935705,0.0005371972,0.0023457475,0.007696282,0.008074293,-0.003697888,0.0038643114,-0.0022898219,-0.008505986,0.010066707,0.0028182357,0.003824365,0.0021771532,0.008409993,-0.0017496081,0.00015586693,0.0008235757,0.0064414823,0.0009434341,0.0104401745
rplo 36 (Actinobacteria),0.0067742076,-0.0015180919,-0.00809913,-0.0041219797,-0.002296661,0.00053573167,0.00058062165,-0.006193967,0.002834819,-0.0011780254,0.0010483852,0.0099894805,0.005881614,-0.0064814244,0.0048683104,0.002974292,-0.006733098,0.016313886,-0.0018263841,-0.00285033,-9.483089e-05,0.0022287392,-2.6863358e-05,0.005518736,0.0019505487,-0.0005079733,-0.002405559,0.00042121415
rplo 360 (Firmicutes),-0.009022682,0.0068227095,0.002464765,0.0091458,0.0069007557,-0.007417342,-0.007514585,0.0080535505,-0.008473258,0.012084978,-0.009910836,-0.0021445116,-0.006457919,0.008975796,0.004343371,-0.005731746,0.0048929392,0.0032510685,0.008038411,-0.014940525,-0.00021547533,-0.007126325,0.008627378,-0.0026437202,-0.000780781,0.006586939,0.009118214,-0.006951051
rplo 361 (Firmicutes),0.008780636,-0.007476489,-0.0043259733,-0.009071895,-0.00655743,0.008868145,0.011302228,-0.009890165,0.009883188,-0.012726227,0.009120471,0.011733583,0.009351316,-0.009677862,0.010455574,0.00430429,-0.0030302042,0.0124156615,-0.003920391,0.00024571014,0.0064454847,0.010176386,-0.0069441157,0.012037609,0.0029935858,0.007121808,-0.011122973,0.005627417
rplo 362 (unknown),0.017328145,-0.011063278,-0.016156502,-0.012115359,-0.0077552157,0.013301296,0.01357128,-0.009991866,0.012164687,-0.008083659,0.012358224,0.01802568,0.014499587,-0.009136977,0.008405786,0.00866549,-0.016825587,0.012775513,-0.011317155,-6.4880056e-05,0.012474123,0.016802259,-0.0063610817,0.010544075,-0.0035351864,0.00970191,-0.011165867,0.015530394
rplo 364 (Firmicutes),0.009951074,-0.0040101903,-0.010135944,-0.007905144,-0.004840165,0.0027574918,0.00074782514,-0.0055126934,-0.00012467008,-0.0041513536,0.0056243883,0.0042922013,0.007476328,-0.005935473,-0.014794622,0.00496716,-0.011988973,0.002403203,-0.0065607564,0.008972411,0.0076393206,0.007710327,-0.009313173,0.00065420865,-0.015864281,-0.011024168,0.0034759175,0.009374879
rplo 367 (unknown),0.0025148534,-0.0019654806,-0.008082844,-0.0058071124,-0.004043813,0.0012103174,-0.0026506877,-0.0012347163,0.002763928,0.004969527,0.0014739041,0.0038776698,0.0063221217,-0.00035179782,-0.0023302133,0.0034037752,-0.008033939,0.0049596955,-0.004306729,0.0026609304,0.004535205,0.0048503326,-0.0038325167,-0.0030264044,-0.0050717974,0.0044975323,0.0006033381,0.0070972904
rplo 368 (Verrucomicrobia),-0.0060185064,0.0030742502,-0.0002090281,0.0017300944,-0.0061672535,-0.006734405,-0.013792951,0.00092900166,-0.0070905318,0.009186542,-0.0050758272,-0.0058742915,-0.0001934174,0.0016518116,-0.017187262,-0.00081868423,-0.003801585,0.00085060595,0.0006244799,0.00086952397,0.00068648,-0.0018442038,-0.0005260842,-0.0056185354,-0.008713291,-0.011119409,0.01020877,0.0027923577
rplo 369 (Chloroflexi),0.008517927,-0.011229721,-0.017107874,-0.010235486,-0.008106955,0.015258938,0.013704074,-0.0065854387,0.010511059,-0.010979741,0.013628266,0.014465834,0.012781394,-0.00494843,0.0019897309,0.011236616,-0.015503106,0.012974768,-0.016442996,0.005140675,0.019173883,0.0153648425,-0.008840306,0.015818087,-0.009322656,0.0044682226,-0.003874305,0.015063687
rplo 37 (Proteobacteria),0.0039620907,-0.006416334,-0.008669649,-0.011890776,-0.012633406,-0.0006194042,0.0006425418,-0.014874413,1.7661956e-05,0.001524945,0.0037690923,0.0042997915,0.01081985,-0.013257783,-0.011196192,0.0107077705,-0.013931985,0.011284666,-0.00266175,0.00576252,0.005209904,0.00393887,-0.008493505,0.0047312547,-0.016564654,-0.021362882,0.0012609244,0.0049097002
rplo 370 (Chloroflexi),0.014498401,-0.008955082,-0.014963998,-0.011640364,-0.002481418,0.013803192,0.013886123,-0.007560954,0.010697634,-0.010179736,0.013332689,0.017870756,0.013458235,-0.007179775,0.009705021,0.00985849,-0.014899712,0.016652737,-0.013270272,0.0036466988,0.015316931,0.015362093,-0.0058655096,0.01276986,-0.002500915,0.0068923966,-0.0060641896,0.013142688
rplo 371 (Proteobacteria),-0.00011089636,0.0032125986,0.00014630734,-0.0055077546,0.0036232602,-0.0035741127,0.0025729781,-0.004090591,-0.0029477635,0.010653371,-0.00014612013,0.0019599483,0.0065093567,-0.000919826,-0.0007228261,0.0019885942,-0.0061327345,0.0027290145,0.0070055216,0.007495081,0.0012172917,0.0010987853,-0.0072065312,-0.005901294,-0.01608114,-0.005738413,0.004803735,0.002728761
rplo 375 (Actinobacteria),0.0091655,-0.0042533367,-0.008592847,-0.005618236,-0.0003927959,0.0046407627,0.008419242,-0.005932122,0.0025266188,-0.0013750147,0.0049299817,0.011325973,0.005673688,-0.0058099693,0.005582051,0.0046235975,-0.0064627337,0.008091217,0.00021677073,-0.0033398161,0.0071950937,0.0075447084,-0.005700892,0.0052527757,-0.009809609,0.0061868713,-0.0026309146,0.004372306
