#all species associated with D015212: Inflammatory Bowel Diseases; Chronic, non-specific inflammation of the GASTROINTESTINAL TRACT. Etiology may be genetic or environmental. This term includes CROHN DISEASE and ULCERATIVE COLITIS.
#in total 605 valid runs were included in GMrepo.
#please consult our web site for more details.
phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D015212	species	28101	Phyllobacterium myrsinacearum	Bacteria	12	0.000476302333333333	0.000474568	0.000194129606982427	
D015212	species	33036	Anaerococcus tetradius	Bacteria	12	0.00318298483333333	0.001180715	0.00590391623836648	
D015212	species	33889	Brevibacterium casei	Bacteria	12	0.000449813083333333	0.0004162855	0.00023720333023933	
D015212	species	33990	Rickettsia bellii	Bacteria	12	0.0003791345	0.000364589	0.000163970323322961	
D015212	species	34002	Paracoccus alcaliphilus	Bacteria	12	0.000431589166666667	0.00038677	0.000190154013710338	
D015212	species	34061	Moraxella cuniculi	Bacteria	12	0.000399964833333333	0.0004379575	0.000169824833954301	
D015212	species	35754	Dactylosporangium aurantiacum	Bacteria	12	0.000894545666666667	0.0004966565	0.00134588020189448	
D015212	species	35787	Lactobacillus pontis	Bacteria	12	0.00273638041666667	0.0005086785	0.00553740008628556	
D015212	species	35804	Rhodovulum adriaticum	Bacteria	12	0.000380696916666667	0.000274841	0.000228156237644478	
D015212	species	36740	Dermabacter hominis	Bacteria	12	0.0019651185	0.000583447	0.00341197155069482	
D015212	species	36741	Mycoplasma feliminutum	Bacteria	12	0.00059982675	0.0003692945	0.000465705142304583	
D015212	species	37927	Sinomonas atrocyanea	Bacteria	12	0.000505755583333333	0.000349735	0.000339513232479962	
D015212	species	43595	Halanaerobium saccharolyticum	Bacteria	12	0.00128871275	0.0003409065	0.00222448177807049	
D015212	species	47879	Pseudomonas corrugata	Bacteria	12	0.0185169815	0.000531015	0.0416874796429375	
D015212	species	47886	Pseudomonas luteola	Bacteria	12	0.000692000416666667	0.000319646	0.00109904161462517	
D015212	species	50960	Helicobacter trogontum	Bacteria	12	0.000446498416666667	0.000441482	0.000188159020096619	
D015212	species	51229	Wigglesworthia glossinidia	Bacteria	12	0.00072055075	0.0003692945	0.00101437816676605	
D015212	species	52767	Actinomyces denticolens	Bacteria	12	0.00593589291666667	0.001457265	0.0141878740912584	
D015212	species	52786	Anaerofilum agile	Bacteria	12	0.00200377333333333	0.000357378	0.002864615838311	
D015212	species	53366	Catellatospora citrea	Bacteria	12	0.00051503125	0.000346334	0.00038196087486027	
D015212	species	55508	Janthinobacterium agaricidamnosum	Bacteria	12	0.000416745833333333	0.0003006625	0.000296681005457142	
D015212	species	59930	Cyanobium gracile	Bacteria	12	0.000457977083333333	0.000388911	0.000244467480966454	
D015212	species	62609	Thermocladium modestius	Archaea	12	0.000367127416666667	0.0003793755	0.000127563497995354	
D015212	species	66888	Streptomyces flavotricini	Bacteria	12	0.000446109	0.000412105	0.000242913126022827	
D015212	species	68219	Streptomyces iakyrus	Bacteria	12	0.000426508583333333	0.0004018975	0.000193145429097285	
D015212	species	70169	Dietzia sp. CIP104289	Bacteria	12	0.00090280175	0.0003759745	0.00136307375160121	
D015212	species	78057	Paenibacillus popilliae	Bacteria	12	0.000371869166666667	0.000361939	0.000167232784258042	
D015212	species	78331	Mycobacterium canettii	Bacteria	12	0.00175688541666667	0.0004053665	0.00465736562324449	
D015212	species	79909	Actinomadura livida	Bacteria	12	0.000502749416666667	0.0003010885	0.000386665972293319	
D015212	species	80879	Curvibacter delicatus	Bacteria	12	0.00056405925	0.0004352565	0.000325323093899846	
D015212	species	81408	Geobacillus caldoxylosilyticus	Bacteria	12	0.00102916533333333	0.0004550355	0.00123293019355918	
D015212	species	82806	Streptococcus ovis	Bacteria	12	0.000499314916666667	0.0004352565	0.000327157389983214	
D015212	species	84135	Gemella sanguinis	Bacteria	12	0.0168008333333333	0.009285	0.0246098839930528	
D015212	species	87458	Facklamia tabacinasalis	Bacteria	12	0.00062289	0.000324882	0.000851532252020812	
D015212	species	91915	Asaia bogorensis	Bacteria	12	0.000442802083333333	0.000361799	0.000245463266597694	
D015212	species	111770	Thiothrix fructosivorans	Bacteria	12	0.00118937175	0.0003413535	0.00184368145841215	
D015212	species	115783	Geobacter thiogenes	Bacteria	12	0.000681997416666667	0.0003166675	0.00115269076210936	
D015212	species	118173	Pseudanabaena sp. PCC 6802	Bacteria	12	0.00037949	0.000322095	0.000172611205223552	
D015212	species	131110	Actinomyces radingae	Bacteria	12	0.00107121433333333	0.000349735	0.00228073619612278	
D015212	species	132919	Rhodococcus jostii	Bacteria	12	0.000425233333333333	0.000290846	0.000363641455454616	
D015212	species	150123	Plantibacter flavus	Bacteria	12	0.000400851416666667	0.000388911	0.000208590101465424	
D015212	species	156994	Reichenbachiella agariperforans	Bacteria	12	0.000764628	0.0003303095	0.00120353471210937	
D015212	species	160791	Sphingomonas wittichii	Bacteria	12	0.000611439666666667	0.0004077505	0.000392213238697646	
D015212	species	160808	Acidithiobacillus ferrivorans	Bacteria	12	0.000423736333333333	0.0003166675	0.00026393954652304	
D015212	species	165814	Agromyces aurantiacus	Bacteria	12	0.00363168466666667	0.00216377	0.00307907642050834	
D015212	species	171291	Mycoplasma verecundum	Bacteria	12	0.00040418575	0.0003714745	0.000159169975509388	
D015212	species	182182	Actinobacillus scotiae	Bacteria	12	0.000595465083333333	0.000362334	0.000520670774073294	
D015212	species	182779	Haloarcula quadrata	Archaea	12	0.000365267416666667	0.0002985255	0.000162814880262249	
D015212	species	188872	Arenibacter troitsensis	Bacteria	12	0.000463548	0.0003929445	0.000262437193731792	
D015212	species	204525	Roseomonas cervicalis	Bacteria	12	0.000428099	0.000385766	0.000212932084056695	
D015212	species	213248	Mesonia algae	Bacteria	12	0.00044917375	0.000415281	0.000177056629447461	
D015212	species	218140	Bifidobacterium psychraerophilum	Bacteria	12	0.00232857666666667	0.0007571065	0.00526339919838897	
D015212	species	220714	Fructobacillus pseudoficulneus	Bacteria	12	0.00209872325	0.000683037	0.00384604703405096	
D015212	species	258591	Halomonas anticariensis	Bacteria	12	0.000498566166666667	0.000346334	0.000337738658556053	
D015212	species	266123	Castellaniella caeni	Bacteria	12	0.00048101475	0.000420285	0.0003136948073828	
D015212	species	270914	Myroides pelagicus	Bacteria	12	0.000497666666666667	0.000468574	0.000183238426811197	
D015212	species	284016	Phenylobacterium zucineum	Bacteria	12	0.00046500175	0.000411275	0.000239932891379359	
D015212	species	284579	Bacillus salarius	Bacteria	12	0.00051210275	0.0004694915	0.000263331886606694	
D015212	species	304901	Actinospica robiniae	Bacteria	12	0.000611966083333333	0.0004162855	0.000541089933610681	
D015212	species	305900	Endozoicomonas elysicola	Bacteria	12	0.000454476833333333	0.000421289	0.000246448984578529	
D015212	species	307643	Exiguobacterium profundum	Bacteria	12	0.000705241583333333	0.0004742615	0.000644184658384882	
D015212	species	367791	Flammeovirga yaeyamensis	Bacteria	12	0.0004533475	0.0003443075	0.000310991733730394	
D015212	species	370776	Arenimonas composti	Bacteria	12	0.000390910333333333	0.000352385	0.000212277201203492	
D015212	species	381741	Lactobacillus thailandensis	Bacteria	12	0.00194146966666667	0.000513873	0.00216739548894098	
D015212	species	398037	Segetibacter koreensis	Bacteria	12	0.000641587833333333	0.0003993345	0.000836920425797495	
D015212	species	424182	Rhizobium sp. IRBG74	Bacteria	12	0.00206088516666667	0.0009615025	0.00341302667730942	
D015212	species	458711	Desulfovibrio marinisediminis	Bacteria	12	0.000412131083333333	0.0003714745	0.000180211053634574	
D015212	species	475979	Marinobacter lacisalsi	Bacteria	12	0.000446038083333333	0.000391295	0.000203303126127402	
D015212	species	477641	Modestobacter marinus	Bacteria	12	0.000388688083333333	0.000309303	0.000202020421074189	
D015212	species	513050	Dictyoglomus turgidum	Bacteria	12	0.000431660333333333	0.000353843	0.000325690500894591	
D015212	species	516074	Providencia burhodogranariea	Bacteria	12	0.00205548091666667	0.0005584885	0.00366858663816339	
D015212	species	519050	Lactobacillus sucicola	Bacteria	12	0.00981170033333333	0.003235655	0.0175046726512076	
D015212	species	524280	Pedobacter sp. JC2492	Bacteria	12	0.00062889575	0.0004742615	0.000495761248828346	
D015212	species	557332	Pontibacter xinjiangensis	Bacteria	12	0.00048113225	0.000432085	0.000207891427942623	
D015212	species	573501	Leeuwenhoekiella palythoae	Bacteria	12	0.00048887775	0.00038942	0.000323868631306002	
D015212	species	586239	Gluconobacter roseus	Bacteria	12	0.000492384083333333	0.000357378	0.000339557170134188	
D015212	species	702383	Jiangella muralis	Bacteria	12	0.00045052975	0.00040622	0.000192919618118826	
D015212	species	946435	Jeotgalicoccus sp. ATCC 8456	Bacteria	12	0.000751027083333333	0.000513252	0.000627078546339286	
D015212	species	1034798	Actinorectispora indica	Bacteria	12	0.0003631575	0.0003374175	0.000163736091845439	
D015212	species	1113648	Geobacillus sp. NBRC 15316	Bacteria	12	0.000408109583333333	0.000363429	0.000195934793241137	
D015212	species	1128621	Lysinibacillus sp. JCM 10912	Bacteria	12	0.00037774875	0.0003592705	0.000129404973825391	
D015212	species	1133364	Paenibacillus vulneris	Bacteria	12	0.00060916575	0.000382365	0.000589918430423012	
D015212	species	1177712	Komagataeibacter medellinensis	Bacteria	12	0.000639522916666667	0.0006763405	0.000310971647776759	
D015212	species	1220493	Nonlabens sp. KMM 6497	Bacteria	12	0.000394683583333333	0.000322095	0.000231852320433213	
D015212	species	1329373	Thermus sp. YIM-HQ106	Bacteria	12	0.000383981166666667	0.0004043625	0.000134687543777058	
D015212	species	1488215	Brenneria sp. IHBB 6858	Bacteria	12	0.000490909833333333	0.0004152815	0.000376312228800846	
D015212	species	1535242	Rhizobium sophorae	Bacteria	12	0.000393950083333333	0.000417665	0.000170900602168979	
D015212	species	1545044	Paracoccus sanguinis	Bacteria	12	0.00614066033333333	0.000324347	0.0200505319011703	
D015212	species	1549858	Sphingomonas taxi	Bacteria	12	0.000437780916666667	0.000315085	0.000270281434652663	
D015212	species	1769250	Paucibacter sp. KCTC 42519	Bacteria	12	0.000551672833333333	0.0004493715	0.000320391193910545	
D015212	species	128	Isosphaera pallida	Bacteria	11	0.000402332272727273	0.000397972	0.000193567240251077	
D015212	species	134	Methylocystis parvus	Bacteria	11	0.000463966545454545	0.000463154	0.000127712416390391	
D015212	species	276	Thermus filiformis	Bacteria	11	0.000409061909090909	0.00041981	0.000161935965434152	
D015212	species	471	Acinetobacter calcoaceticus	Bacteria	11	0.0145971513636364	0.000564592	0.0430787403904807	
D015212	species	531	Polaribacter irgensii	Bacteria	11	0.000408048454545455	0.000353977	0.000239013408569211	
D015212	species	537	Iodobacter fluviatilis	Bacteria	11	0.000334895727272727	0.000305499	0.000142239644754963	
D015212	species	666	Vibrio cholerae	Bacteria	11	0.000369677181818182	0.000397972	0.000104514996548647	
D015212	species	723	Actinobacillus ureae	Bacteria	11	0.000562577363636364	0.000616129	0.000231769142097162	
D015212	species	779	Ehrlichia ruminantium	Bacteria	11	0.000353339636363636	0.000338691	0.000106028405193394	
D015212	species	807	Bartonella elizabethae	Bacteria	11	0.000484369727272727	0.00037985	0.000346283352764782	
D015212	species	915	Nitrosomonas europaea	Bacteria	11	0.000785938090909091	0.000353977	0.00152574490781621	
D015212	species	966	Oceanospirillum linum	Bacteria	11	0.000381921	0.000320858	0.000165973822078061	
D015212	species	999	Flexibacter litoralis	Bacteria	11	0.000421225454545455	0.00041981	0.000135769955525782	
D015212	species	1052	Halorhodospira halochloris	Bacteria	11	0.00192507936363636	0.0021008	0.00120914640975039	
D015212	species	1536	Hathewaya limosa	Bacteria	11	0.00603714636363636	0.00428725	0.00659458515117255	
D015212	species	1575	Leifsonia xyli	Bacteria	11	0.000465320636363636	0.000412761	0.00034677690711213	
D015212	species	1829	Rhodococcus rhodochrous	Bacteria	11	0.00142351463636364	0.000440696	0.0014799324430047	
D015212	species	1888	Streptomyces albus	Bacteria	11	0.000836314272727273	0.000429817	0.000987839996784711	
D015212	species	2189	Methanotorris igneus	Archaea	11	0.000422937636363636	0.000360779	0.000177860874926035	
D015212	species	2331	Halanaerobium praevalens	Bacteria	11	0.000362107545454545	0.000296678	0.000184074614465637	
D015212	species	2738	Vagococcus fluvialis	Bacteria	11	0.0187873673636364	0.00351593	0.0484102545634543	
D015212	species	28227	Mycoplasma penetrans	Bacteria	11	0.000881314545454545	0.000463154	0.00112932267321748	
D015212	species	33936	Aeribacillus pallidus	Bacteria	11	0.000531556818181818	0.000276193	0.000569664678823397	
D015212	species	34103	Sphaerotilus natans	Bacteria	11	0.000422592545454545	0.000338691	0.000234869692784899	
D015212	species	37487	Marichromatium purpuratum	Bacteria	11	0.00118942172727273	0.00037985	0.00182373809723091	
D015212	species	37928	Arthrobacter crystallopoietes	Bacteria	11	0.00124687709090909	0.000397972	0.00289564155211837	
D015212	species	40335	Legionella tucsonensis	Bacteria	11	0.000319872636363636	0.000305499	0.000100045047452908	
D015212	species	45072	Legionella quateirensis	Bacteria	11	0.000512515454545455	0.000397972	0.000328684768815461	
D015212	species	47055	Dethiosulfovibrio peptidovorans	Bacteria	11	0.000458817909090909	0.00040274	0.00026437818755202	
D015212	species	52242	Lactobacillus gallinarum	Bacteria	11	0.0213873836363636	0.00244397	0.0532222544230929	
D015212	species	52689	Acetobacterium bakii	Bacteria	11	0.000632744545454545	0.000296678	0.000788848827086326	
D015212	species	54913	Brevibacillus formosus	Bacteria	11	0.000409335272727273	0.000410753	0.000150837719217768	
D015212	species	55197	Flavobacterium branchiophilum	Bacteria	11	0.000376274	0.000320858	0.000227349639183351	
D015212	species	56111	Pseudanabaena sp. PCC 7403	Bacteria	11	0.000470013454545455	0.000338691	0.000368814992660918	
D015212	species	57028	Algoriphagus ratkowskyi	Bacteria	11	0.000367744636363636	0.000320858	0.000178894080591434	
D015212	species	58169	Rahnella inusitata	Bacteria	11	0.000392397636363636	0.000353977	0.000222036206617422	
D015212	species	60921	Sanguibacter suarezii	Bacteria	11	0.000656701272727273	0.000363099	0.000594859916098251	
D015212	species	77038	Wolbachia endosymbiont of Drosophila simulans	Bacteria	11	0.000418761727272727	0.000265842	0.00033433458896294	
D015212	species	82347	Facklamia languida	Bacteria	11	0.000541063272727273	0.000338691	0.000508660824948627	
D015212	species	84163	Cryptobacterium curtum	Bacteria	11	0.191721988181818	0.00105808	0.595887434925998	
D015212	species	84588	Synechococcus sp. WH 8102	Bacteria	11	0.000443430727272727	0.000440696	0.000225959010693573	
D015212	species	84599	Staphylothermus hellenicus	Archaea	11	0.000471246545454545	0.00040274	0.000246975212906625	
D015212	species	86173	Microbulbifer elongatus	Bacteria	11	0.000438330636363636	0.000410753	0.000158251004407095	
D015212	species	86177	Pseudomonas halophila	Bacteria	11	0.000384539090909091	0.00037985	0.000122214260601989	
D015212	species	87541	Aerococcus christensenii	Bacteria	11	0.000847621909090909	0.000467215	0.00103571095828995	
D015212	species	123841	Helicobacter canadensis	Bacteria	11	0.00140407772727273	0.00123763	0.00126849864267693	
D015212	species	133539	Nitrosococcus halophilus	Bacteria	11	0.000363476909090909	0.000327836	0.000113116370735146	
D015212	species	134984	Nocardia fluminea	Bacteria	11	0.00255344681818182	0.0021008	0.00158266474210572	
D015212	species	135951	Actinoplanes rutilosporangius	Bacteria	11	0.000535414090909091	0.000485982	0.000159217470208174	
D015212	species	140100	Vibrio albensis	Bacteria	11	0.000452729818181818	0.000353977	0.00028543238847959	
D015212	species	157463	Fructobacillus ficulneus	Bacteria	11	0.00187010263636364	0.000485369	0.00303790841608868	
D015212	species	185761	Corynebacterium spheniscorum	Bacteria	11	0.00314958254545455	0.000618816	0.00501727735147527	
D015212	species	187452	Pediococcus claussenii	Bacteria	11	0.126287620909091	0.011632	0.276991367983255	
D015212	species	217204	Achromobacter insolitus	Bacteria	11	0.000625841818181818	0.000412761	0.000563234550031302	
D015212	species	242750	Prevotella bergensis	Bacteria	11	0.117066992818182	0.00464188	0.340446348257456	
D015212	species	244573	Thiocapsa marina	Bacteria	11	0.000434524272727273	0.00041981	0.000218104416830605	
D015212	species	261292	Nitrosomonas sp. Is79A3	Bacteria	11	0.00160689827272727	0.000485369	0.00209800550892242	
D015212	species	283878	Leucobacter aridicollis	Bacteria	11	0.000451143	0.00040274	0.000223955284591813	
D015212	species	287487	Haliea salexigens	Bacteria	11	0.000505799545454545	0.00040274	0.000377632710774997	
D015212	species	349750	Sneathiella chinensis	Bacteria	11	0.000365903090909091	0.000327836	0.000136210354694094	
D015212	species	361041	Devosia soli	Bacteria	11	0.000438707181818182	0.000363099	0.000268934534090666	
D015212	species	363872	Bacillus panaciterrae	Bacteria	11	0.00201520736363636	0.000353977	0.00308395872345919	
D015212	species	365489	Dyadobacter beijingensis	Bacteria	11	0.000532732	0.000519173	0.000372754586547771	
D015212	species	372787	Fischerella thermalis	Bacteria	11	0.000480317727272727	0.00040274	0.000251969494664767	
D015212	species	379071	Gilvibacter sediminis	Bacteria	11	0.000440967272727273	0.00040274	0.000225005851775944	
D015212	species	380629	Lysobacter niastensis	Bacteria	11	0.000365247636363636	0.000305499	0.000169194656372045	
D015212	species	381742	Lactobacillus camelliae	Bacteria	11	0.00580019581818182	0.00543981	0.0055433584285684	
D015212	species	390842	Lactobacillus parafarraginis	Bacteria	11	0.0300625645454545	0.00622859	0.05965652437008	
D015212	species	396716	Lactobacillus hayakitensis	Bacteria	11	0.00234704290909091	0.000507331	0.00388030861573212	
D015212	species	409322	Treponema pedis	Bacteria	11	0.000524465181818182	0.000485982	0.000250472650494547	
D015212	species	419474	Ochrobactrum haematophilum	Bacteria	11	0.000427556545454545	0.000366079	0.000160022715364015	
D015212	species	436114	Sulfurihydrogenibium sp. YO3AOP1	Bacteria	11	0.000587395818181818	0.000564592	0.000281829922061451	
D015212	species	444923	Rhodoplanes piscinae	Bacteria	11	0.000536422272727273	0.000412761	0.000362449871309976	
D015212	species	451374	Rudanella lutea	Bacteria	11	0.000531068181818182	0.000507331	0.00028316007822531	
D015212	species	470801	Microbulbifer sp. YIM C306	Bacteria	11	0.000483407727272727	0.000485369	0.000184129345247351	
D015212	species	475255	Pedobacter nyackensis	Bacteria	11	0.000437091363636364	0.000397972	0.000233243839363132	
D015212	species	477680	Filimonas lacunae	Bacteria	11	0.000486251272727273	0.00037985	0.000314140260576415	
D015212	species	510946	Flavobacterium cauense	Bacteria	11	0.000349624727272727	0.000338691	9.78423070385106e-05	
D015212	species	520836	Rhizobium sp. CCBAU 65813	Bacteria	11	0.000451974545454545	0.000410753	0.000242962008164801	
D015212	species	533267	Actinopolymorpha alba	Bacteria	11	0.000562055	0.00037985	0.000458966786437537	
D015212	species	544718	Arcobacter thereius	Bacteria	11	0.000335769727272727	0.000338691	0.000103665076759814	
D015212	species	557555	Cohnella xylanilytica	Bacteria	11	0.000504229818181818	0.00040274	0.00034014692787965	
D015212	species	588932	Brevundimonas naejangsanensis	Bacteria	11	0.00576879463636364	0.000546977	0.0157000216770834	
D015212	species	626929	Bacteroides clarus	Bacteria	11	0.0362918181818182	0.01775	0.0505534673030806	
D015212	species	665914	Pantoea gaviniae	Bacteria	11	0.000434659545454545	0.000410753	0.000244328185603857	
D015212	species	680118	Methanothermobacter tenebrarum	Archaea	11	0.000367545545454545	0.000397972	0.000131805758112735	
D015212	species	714067	Kroppenstedtia eburnea	Bacteria	11	0.000479941272727273	0.000519173	0.00021234917105988	
D015212	species	858441	alpha proteobacterium CCBAU 45397	Bacteria	11	0.000423087818181818	0.00037985	0.000250028870182552	
D015212	species	933080	Oxalobacter vibrioformis	Bacteria	11	0.000732471818181818	0.000429817	0.000708843533329862	
D015212	species	985054	Ruegeria halocynthiae	Bacteria	11	0.000407489727272727	0.00040274	0.000193073873839052	
D015212	species	1079800	Rhizobium mesoamericanum	Bacteria	11	0.00185533154545455	0.000338691	0.00492041169729342	
D015212	species	1113644	Runella sp. NBRC 15129	Bacteria	11	0.00113734836363636	0.000360779	0.00167070440376197	
D015212	species	1136497	Brevibacterium siliguriense	Bacteria	11	0.000529639181818182	0.000440696	0.000195875954242382	
D015212	species	1148157	Acinetobacter oleivorans	Bacteria	11	0.005071613	0.000412761	0.0138321857032274	
D015212	species	1155689	Psychroflexus salarius	Bacteria	11	0.000360702727272727	0.000305499	0.000234134202897437	
D015212	species	1221450	Bacillus abyssalis	Bacteria	11	0.000331379454545455	0.000320858	0.000102287927213688	
D015212	species	1288125	Kofleria sp. DSM 53797	Bacteria	11	0.000661820272727273	0.000519173	0.000492444908800993	
D015212	species	1399115	Exiguobacterium sp. MH3	Bacteria	11	0.000452251272727273	0.000360779	0.000232042690874369	
D015212	species	1402860	Bacillus enclensis	Bacteria	11	0.000398240909090909	0.000392314	0.000117334404731481	
D015212	species	1452487	Crenobacter luteus	Bacteria	11	0.000428441909090909	0.000353977	0.000193728408983533	
D015212	species	1463836	Streptomyces sp. NRRL B-3229	Bacteria	11	0.000527783454545455	0.000485982	0.000241743339740049	
D015212	species	1793963	Bacillus nakamurai	Bacteria	11	0.000475537454545455	0.00041981	0.000342263883258039	
D015212	species	83	Hyphomicrobium vulgare	Bacteria	10	0.0004501725	0.0004067465	0.000219185098888917	
D015212	species	263	Francisella tularensis	Bacteria	10	0.0003265625	0.000274841	0.000133216646334917	
D015212	species	274	Thermus thermophilus	Bacteria	10	0.0008429939	0.000421289	0.00123518664824556	
D015212	species	487	Neisseria meningitidis	Bacteria	10	0.0008118675	0.0003517355	0.00131269670979589	
D015212	species	730	[Haemophilus] ducreyi	Bacteria	10	0.0004831085	0.0002985255	0.000584596981158292	
D015212	species	756	Pasteurella langaaensis	Bacteria	10	0.0003615169	0.0003010885	0.000253983472388111	
D015212	species	826	Sebaldella termitidis	Bacteria	10	0.0004281478	0.0003443075	0.000290070252516639	
D015212	species	1048	Marichromatium gracile	Bacteria	10	0.0004873112	0.000412105	0.000261180403924524	
D015212	species	1084	Pararhodospirillum photometricum	Bacteria	10	0.0007250412	0.000424234	0.000919516394012732	
D015212	species	1249	Weissella paramesenteroides	Bacteria	10	0.0777067781	0.00523294	0.12845060246028	
D015212	species	1467	Bacillus lentus	Bacteria	10	0.0006001041	0.000388911	0.0005196535776223	
D015212	species	1775	Mycobacterium cookii	Bacteria	10	0.0006092551	0.000388911	0.000539503993755468	
D015212	species	2055	Gordonia terrae	Bacteria	10	0.0006061464	0.0003793755	0.000791912219241109	
D015212	species	2144	Spiroplasma mirum	Bacteria	10	0.000428541	0.000296839	0.000293582996976626	
D015212	species	28051	Lachnospira multipara	Bacteria	10	0.0003810382	0.00027248	0.000278844166625096	
D015212	species	28131	Prevotella intermedia	Bacteria	10	0.0360413739	0.00300878	0.0757836056365746	
D015212	species	29486	Yersinia ruckeri	Bacteria	10	0.0004518472	0.0004648645	0.000193293234950769	
D015212	species	29501	Mycoplasma haemofelis	Bacteria	10	0.0004893379	0.0004235045	0.000271457150223853	
D015212	species	29530	Cytophaga aurantiaca	Bacteria	10	0.0005068233	0.0004138945	0.000261329581209905	
D015212	species	29536	Flavobacterium succinicans	Bacteria	10	0.0003653364	0.000346334	9.66030412175978e-05	
D015212	species	33026	Sporolactobacillus dextrus	Bacteria	10	0.0003190729	0.000322095	0.000106602741322319	
D015212	species	33058	Thauera selenatis	Bacteria	10	0.0009696626	0.000632825	0.000742777498584603	
D015212	species	34021	Candidatus Liberibacter asiaticus	Bacteria	10	0.0003664719	0.000350889	0.000142539962567578	
D015212	species	34059	Moraxella atlantae	Bacteria	10	0.0004847337	0.0004131265	0.000271545495948264	
D015212	species	35623	Acholeplasma oculi	Bacteria	10	0.0007400898	0.000334299	0.00131097161507315	
D015212	species	35756	Corynebacterium pilosum	Bacteria	10	0.0323696414	0.000531015	0.0943740120617391	
D015212	species	36861	Thiobacillus denitrificans	Bacteria	10	0.0003692134	0.0002570205	0.000215437568629367	
D015212	species	44737	Capnocytophaga sp.	Bacteria	10	0.0005237	0.00038793	0.000411213089906762	
D015212	species	49118	Candidatus Arthromitus sp. SFB-mouse	Bacteria	10	0.000506125	0.000494711	0.000208196234841609	
D015212	species	51616	Desulfitobacterium chlororespirans	Bacteria	10	0.0004417897	0.000411275	0.000282051945207124	
D015212	species	52699	Aeromicrobium fastidiosum	Bacteria	10	0.0004294025	0.0003902945	0.000181515336851402	
D015212	species	53441	Nocardiopsis lucentensis	Bacteria	10	0.0004046584	0.000397527	0.000157061938135671	
D015212	species	55214	Brenneria salicis	Bacteria	10	0.0004149344	0.0003592705	0.000183412049210514	
D015212	species	57320	Desulfovibrio profundus	Bacteria	10	0.0009628166	0.0007542455	0.001064345182536	
D015212	species	59733	Chryseobacterium scophthalmum	Bacteria	10	0.0004354778	0.00038677	0.000213537004965208	
D015212	species	59842	Paenibacillus chondroitinus	Bacteria	10	0.000460899	0.000392541	0.00024503709514593	
D015212	species	65058	Corynebacterium ulcerans	Bacteria	10	0.0011865192	0.0003963055	0.00164688939571881	
D015212	species	73913	Methanocaldococcus vulcanius	Archaea	10	0.0002611605	0.000255558	6.39244847617527e-05	
D015212	species	76123	Prevotella enoeca	Bacteria	10	0.0033124433	0.00269746	0.00374326882371352	
D015212	species	76517	Campylobacter hominis	Bacteria	10	0.0039314474	0.0006607085	0.00583977586020942	
D015212	species	76978	Novosphingobium rosa	Bacteria	10	0.0007606791	0.0004742615	0.000996907910721107	
D015212	species	76980	Ahrensia kielensis	Bacteria	10	0.0004198646	0.0003010885	0.000285829111011457	
D015212	species	80871	Cryptosporangium arvum	Bacteria	10	0.0004413106	0.0003592705	0.000260539176123583	
D015212	species	81412	Aminomonas paucivorans	Bacteria	10	0.0003628832	0.000361939	0.000109030357277024	
D015212	species	91464	Synechococcus sp. PCC 7335	Bacteria	10	0.0004530739	0.000386082	0.000257248293771882	
D015212	species	93219	Pandoraea norimbergensis	Bacteria	10	0.0004823596	0.0003793755	0.000205142053808358	
D015212	species	96345	Flavobacterium psychrophilum	Bacteria	10	0.0004675047	0.0004162785	0.000228576132763025	
D015212	species	114652	Streptococcus orisratti	Bacteria	10	0.0031814724	0.00203125	0.00367178759392008	
D015212	species	118562	Arthrospira platensis	Bacteria	10	0.0049083381	0.0004882645	0.0119300921159558	
D015212	species	120107	Sphingobium cloacae	Bacteria	10	0.0003557384	0.000358538	9.20776534902289e-05	
D015212	species	121608	Paenibacillus koleovorans	Bacteria	10	0.000353875	0.000349735	0.000151408309923127	
D015212	species	122960	Alicyclobacillus herbarius	Bacteria	10	0.0003915262	0.000361799	0.00017797123418363	
D015212	species	136093	Globicatella sulfidifaciens	Bacteria	10	0.0003586952	0.0003287285	0.000161751823053302	
D015212	species	147709	Carnobacterium inhibens	Bacteria	10	0.0029848051	0.00183757	0.00383370638870223	
D015212	species	150120	Shewanella livingstonensis	Bacteria	10	0.0003734853	0.000385766	0.000138558710363393	
D015212	species	161902	Corynebacterium sundsvallense	Bacteria	10	0.0080134393	0.000468574	0.0219539655642745	
D015212	species	172045	Elizabethkingia miricola	Bacteria	10	0.0005345816	0.0003914545	0.000330585761533541	
D015212	species	191298	Pseudomonas sp. VKM B-2265	Bacteria	10	0.0003820253	0.0003010885	0.000196976398262471	
D015212	species	197345	Psychroflexus tropicus	Bacteria	10	0.0005438202	0.0004526515	0.00032619015629258	
D015212	species	200415	Caldisphaera lagunensis	Archaea	10	0.0004881605	0.000358126	0.000359955318606583	
D015212	species	229545	Aster yellows witches'-broom phytoplasma	Bacteria	10	0.0005041575	0.0003829195	0.000303707201560703	
D015212	species	261302	Paraburkholderia phytofirmans	Bacteria	10	0.0004070399	0.000384254	0.000234666299631555	
D015212	species	271065	Methylomicrobium alcaliphilum	Bacteria	10	0.0003363139	0.0003006625	0.000136895832821448	
D015212	species	280237	Nocardiopsis rosea	Bacteria	10	0.0003993429	0.0003374175	0.000188299350211571	
